id,user,uid,version,changeset,timestamp
5668989,TheBestIdea,298513,13,48506102,2017-05-08T16:01:38Z
5668993,zireael,5293980,10,51197606,2017-08-17T08:43:51Z
5669077,NE2,207745,8,3404563,2009-12-19T01:51:40Z
5669108,Korzun,1424765,9,18017773,2013-09-24T21:51:17Z
5669154,ALE!,40023,19,35462929,2015-11-20T14:38:22Z
5669218,petrar_telenav,4940486,11,50079917,2017-07-06T09:41:46Z
5669221,ALE!,40023,8,40400569,2016-06-30T19:15:52Z
5669226,petrar_telenav,4940486,10,50079972,2017-07-06T09:44:38Z
5669227,SH17,2591427,7,34666268,2015-10-15T23:57:55Z
5669228,SH17,2591427,6,34666268,2015-10-15T23:58:04Z
5669332,SH17,2591427,8,34666268,2015-10-15T23:57:56Z
5669356,petrar_telenav,4940486,11,50079917,2017-07-06T09:41:46Z
5669402,Korzun,1424765,5,17923002,2013-09-19T13:43:16Z
5669509,SH17,2591427,3,34625527,2015-10-14T04:48:12Z
5669563,SH17,2591427,2,34625527,2015-10-14T04:48:10Z
5669566,Richard,165,20,51592509,2017-08-30T19:56:39Z
5669577,ALE!,40023,24,47128140,2017-03-24T15:58:52Z
5669580,ALE!,40023,19,41690571,2016-08-25T15:06:52Z
5669581,NE2,207745,6,3404563,2009-12-19T02:27:59Z
5669593,DaveHansenTiger,7168,1,341773,2007-09-05T22:44:23Z
5669615,Gabriel Ehrnst Grundin,3253363,5,37840471,2016-03-15T11:03:48Z
5669643,Sunfishtommy,2302638,10,46800855,2017-03-13T03:29:39Z
5669664,robgeb,336460,5,36880220,2016-01-29T14:14:52Z
5669669,marthaleena,5659851,25,50198774,2017-07-11T10:58:42Z
5669709,Komяpa,29320,11,49585007,2017-06-16T09:10:57Z
5669806,karitotp,2748195,10,49112795,2017-05-30T19:22:48Z
5669809,Sunfishtommy,2302638,7,46800480,2017-03-13T02:55:46Z
5669835,Sunfishtommy,2302638,12,46800855,2017-03-13T03:29:39Z
5669837,Sunfishtommy,2302638,4,46800480,2017-03-13T02:55:47Z
5669842,Sunfishtommy,2302638,10,46800480,2017-03-13T02:55:47Z
5669875,Sunfishtommy,2302638,19,46843007,2017-03-14T14:46:33Z
5669879,Komяpa,29320,11,49585007,2017-06-16T09:10:57Z
5669925,danielcboyer,6346335,10,50574167,2017-07-26T02:22:24Z
5669945,Sunfishtommy,2302638,25,46800855,2017-03-13T03:29:39Z
5669953,Sunfishtommy,2302638,13,46800480,2017-03-13T02:55:47Z
5669962,Sunfishtommy,2302638,19,46728124,2017-03-10T04:19:48Z
5669976,ALE!,40023,14,48923327,2017-05-23T18:08:53Z
5669978,Sunfishtommy,2302638,9,46800480,2017-03-13T02:55:48Z
5669993,TheBestIdea,298513,6,48133465,2017-04-25T17:22:00Z
5670009,TheBestIdea,298513,15,43455735,2016-11-07T02:45:47Z
5670010,TheBestIdea,298513,12,47990323,2017-04-21T04:19:27Z
5670011,Sunfishtommy,2302638,9,46800855,2017-03-13T03:29:39Z
5670012,RichRico,2219338,8,49114175,2017-05-30T20:20:36Z
5670029,Komяpa,29320,7,49585007,2017-06-16T09:10:57Z
5670036,NE2,207745,3,3400863,2009-12-18T15:17:15Z
5670044,TheBestIdea,298513,19,48506102,2017-05-08T16:01:37Z
5670087,TheBestIdea,298513,14,48506102,2017-05-08T16:01:38Z
5670106,robgeb,336460,15,43553116,2016-11-11T08:10:24Z
5670114,Mauls,24119,18,47884494,2017-04-17T20:25:53Z
5670124,robgeb,336460,16,36533537,2016-01-12T17:14:32Z
5670139,asaf@streetsmart,3412719,12,36262891,2015-12-30T14:00:45Z
5670170,Sunfishtommy,2302638,6,46800480,2017-03-13T02:55:49Z
5670171,Sunfishtommy,2302638,8,46800480,2017-03-13T02:55:49Z
5670172,Sunfishtommy,2302638,8,46800480,2017-03-13T02:55:49Z
5670178,zireael,5293980,9,51197960,2017-08-17T08:55:05Z
5670197,syskill,5687359,9,47880611,2017-04-17T18:19:21Z
5670204,Sunfishtommy,2302638,6,46800480,2017-03-13T02:55:49Z
5670225,zz_top,4928856,18,44223590,2016-12-07T00:52:20Z
5670232,Nikola K,5419835,11,51200654,2017-08-17T10:28:52Z
5670243,TheBestIdea,298513,6,46082629,2017-02-14T15:54:56Z
5670247,ALE!,40023,12,48923327,2017-05-23T18:06:11Z
5670254,Sunfishtommy,2302638,7,46800704,2017-03-13T03:15:35Z
5670275,Komяpa,29320,19,49502006,2017-06-13T14:27:45Z
5670296,Sunfishtommy,2302638,11,46857988,2017-03-15T03:12:57Z
5670297,ALE!,40023,13,49168042,2017-06-01T15:22:50Z
5670317,ALE!,40023,14,40213270,2016-06-22T20:10:33Z
5670451,TheBestIdea,298513,16,46082897,2017-02-14T16:05:02Z
5670454,infinitesunrise,4434293,9,41811184,2016-08-30T20:49:41Z
5670458,Komяpa,29320,11,49585007,2017-06-16T09:10:58Z
5670466,Sunfishtommy,2302638,9,46828615,2017-03-14T02:52:44Z
5670481,ALE!,40023,10,35848984,2015-12-09T16:01:30Z
5670485,Sunfishtommy,2302638,15,46857988,2017-03-15T03:12:58Z
5670488,TheBestIdea,298513,11,46987182,2017-03-19T16:34:58Z
5670498,Sunfishtommy,2302638,6,46800480,2017-03-13T02:55:50Z
5670510,Sunfishtommy,2302638,9,46728124,2017-03-10T04:19:49Z
5670512,Sunfishtommy,2302638,9,46728124,2017-03-10T04:19:49Z
5670514,Sunfishtommy,2302638,5,46800480,2017-03-13T02:55:50Z
5670522,Sunfishtommy,2302638,17,46800704,2017-03-13T03:15:35Z
5670551,Sunfishtommy,2302638,14,46800704,2017-03-13T03:15:35Z
5670572,Josh D'Ambrosio,2728930,9,29247290,2015-03-04T15:36:56Z
5670581,Sunfishtommy,2302638,5,46800855,2017-03-13T03:29:40Z
5670600,Luis36995,1829683,32,49113071,2017-05-30T19:36:06Z
5670603,CartoRD,2958525,13,43455048,2016-11-07T01:07:55Z
5670621,Sunfishtommy,2302638,14,46800704,2017-03-13T03:15:35Z
5670651,Sunfishtommy,2302638,11,46800480,2017-03-13T02:55:50Z
5670673,Sunfishtommy,2302638,10,46800855,2017-03-13T03:29:40Z
5670701,TheBestIdea,298513,12,47990230,2017-04-21T04:11:48Z
5670719,ALE!,40023,20,49168042,2017-06-01T15:22:50Z
5670731,TheBestIdea,298513,17,50622927,2017-07-27T15:21:46Z
5670736,Sunfishtommy,2302638,9,46800855,2017-03-13T03:29:41Z
5670740,petrar_telenav,4940486,13,50079803,2017-07-06T09:35:29Z
5670756,Sunfishtommy,2302638,17,46728124,2017-03-10T04:19:50Z
5670770,Sunfishtommy,2302638,10,46800855,2017-03-13T03:29:41Z
5670771,Sunfishtommy,2302638,12,46800855,2017-03-13T03:29:41Z
5670778,Sunfishtommy,2302638,5,46800855,2017-03-13T03:29:41Z
5670782,Sunfishtommy,2302638,6,46800480,2017-03-13T02:55:51Z
5670785,TheBestIdea,298513,17,46987182,2017-03-19T16:34:56Z
5670787,Sunfishtommy,2302638,11,46800704,2017-03-13T03:15:36Z
5670803,mihaii_telenav,2944689,23,48551701,2017-05-10T06:18:51Z
5670814,ALE!,40023,10,49172805,2017-06-01T18:00:26Z
5670836,samely,2512300,16,49114834,2017-05-30T20:52:11Z
5670867,Wolowitz,670376,14,47560470,2017-04-08T08:09:48Z
5670874,ALE!,40023,10,41413117,2016-08-12T15:49:35Z
5670876,Sunfishtommy,2302638,12,46800855,2017-03-13T03:29:42Z
5670891,bot-mode,451693,6,14794505,2013-01-26T16:25:54Z
5670896,TheBestIdea,298513,13,45440226,2017-01-24T16:02:08Z
5670897,Wolowitz,670376,16,47169453,2017-03-26T08:12:20Z
5670899,SH17,2591427,12,34644376,2015-10-14T23:55:55Z
5670905,maxsklar,614435,4,13211481,2012-09-22T19:05:42Z
5670906,robgeb,336460,4,10431039,2012-01-18T20:13:30Z
5670907,vanshnookenraggen,120567,3,1011225,2009-04-29T06:27:02Z
5670908,maxsklar,614435,4,13211481,2012-09-22T19:05:42Z
5670909,SteveC,682,3,323613,2008-06-28T21:26:38Z
5670910,jlert,26307,2,116380,2008-02-13T07:05:34Z
5670912,jlert,26307,2,116380,2008-02-13T07:05:37Z
5670913,vanshnookenraggen,120567,5,1011225,2009-04-29T06:26:21Z
5670924,Sunfishtommy,2302638,16,46800480,2017-03-13T02:55:51Z
5670941,Sunfishtommy,2302638,6,46799815,2017-03-13T01:57:22Z
5670942,alemm,5459030,7,46963151,2017-03-18T18:21:12Z
5671007,TheBestIdea,298513,7,45440226,2017-01-24T16:02:11Z
5671095,zireael,5293980,13,51202048,2017-08-17T11:27:46Z
5671115,skorasaurus,205523,21,49445959,2017-06-11T16:05:53Z
5671117,CartoRD,2958525,17,45042043,2017-01-10T04:19:39Z
5671129,TheBestIdea,298513,8,45275266,2017-01-18T17:06:27Z
5671146,nyuriks,339581,27,43721431,2016-11-17T08:33:35Z
5671158,bot-mode,451693,4,14794505,2013-01-26T16:26:00Z
5671160,ALE!,40023,10,36270677,2015-12-30T20:35:11Z
5671181,saqeram,703109,14,48466450,2017-05-07T06:03:01Z
5671182,nyuriks,339581,7,43721431,2016-11-17T08:33:36Z
5671192,Luis36995,1829683,16,39567833,2016-05-25T21:28:09Z
5671203,Sunfishtommy,2302638,5,46800480,2017-03-13T02:55:52Z
5671261,Sunfishtommy,2302638,11,46800480,2017-03-13T02:55:53Z
5671276,SH17,2591427,29,47604700,2017-04-09T21:35:55Z
5671311,ALE!,40023,24,49308988,2017-06-06T15:36:02Z
5671315,Sunfishtommy,2302638,19,46914851,2017-03-17T01:38:47Z
5671317,Sunfishtommy,2302638,15,46914591,2017-03-17T01:07:04Z
5671349,infinitesunrise,4434293,15,41811184,2016-08-30T20:49:36Z
5671359,Sunfishtommy,2302638,20,46800855,2017-03-13T03:29:42Z
5671365,ALE!,40023,6,37271036,2016-02-17T16:48:45Z
5671370,NE2,207745,4,3394023,2009-12-17T13:43:39Z
5671393,Sunfishtommy,2302638,15,46800855,2017-03-13T03:29:43Z
5671401,Sunfishtommy,2302638,13,46857988,2017-03-15T03:12:58Z
5671402,Sunfishtommy,2302638,8,46857988,2017-03-15T03:12:58Z
5671425,calfarome,2511706,11,39568183,2016-05-25T21:49:46Z
5671429,Sunfishtommy,2302638,16,46728124,2017-03-10T04:19:53Z
5671440,zoharby,3182147,38,50343170,2017-07-17T07:57:32Z
5671442,Sunfishtommy,2302638,14,46914725,2017-03-17T01:22:50Z
5671459,TheBestIdea,298513,11,46987182,2017-03-19T16:34:56Z
5671460,Sunfishtommy,2302638,7,46800480,2017-03-13T02:55:53Z
5671472,Sunfishtommy,2302638,8,46800855,2017-03-13T03:29:43Z
5671475,robgeb,336460,12,46099720,2017-02-15T08:25:58Z
5671476,Korzun,1424765,5,18063177,2013-09-27T15:07:05Z
5671492,cquest,158826,3,31694489,2015-06-03T14:55:27Z
5671507,minewman,2845963,38,38630012,2016-04-16T19:49:22Z
5671528,SH17,2591427,3,34625527,2015-10-14T04:48:12Z
5671529,TimmyLittle,3459246,7,36458339,2016-01-09T06:23:42Z
5671573,MCM7,2421207,11,36996679,2016-02-04T12:14:52Z
5671574,robgeb,336460,16,36880220,2016-01-29T14:14:48Z
5671577,NE2,207745,6,3410431,2009-12-19T23:39:27Z
5671579,Komяpa,29320,5,49585007,2017-06-16T09:10:58Z
5671603,Sunfishtommy,2302638,9,46800480,2017-03-13T02:55:54Z
5671608,Sunfishtommy,2302638,15,46800480,2017-03-13T02:55:54Z
5671620,Wolowitz,670376,32,47287792,2017-03-30T10:41:10Z
5671629,robgeb,336460,16,46890179,2017-03-16T08:37:19Z
5671635,SH17,2591427,6,34625527,2015-10-14T04:48:11Z
5671644,SH17,2591427,6,34625527,2015-10-14T04:48:10Z
5671654,TheBestIdea,298513,10,45440226,2017-01-24T16:02:11Z
5671659,Sunfishtommy,2302638,18,46728124,2017-03-10T04:19:53Z
5671663,Wolowitz,670376,11,47269009,2017-03-29T18:16:44Z
5671666,gpesquero,3584,4,30920349,2015-05-08T20:38:11Z
5671668,Sunfishtommy,2302638,11,46799815,2017-03-13T01:57:23Z
5671678,TheBestIdea,298513,12,46429192,2017-02-27T00:22:06Z
5671693,daniel_solow,1954307,11,50160814,2017-07-09T20:09:58Z
5671698,Sunfishtommy,2302638,14,46800658,2017-03-13T03:10:47Z
5671699,Sunfishtommy,2302638,7,46857988,2017-03-15T03:12:58Z
5671701,Sunfishtommy,2302638,9,46857988,2017-03-15T03:12:59Z
5671709,Luis36995,1829683,14,39568174,2016-05-25T21:49:18Z
5671719,TheBestIdea,298513,16,43356820,2016-11-02T16:23:03Z
5671743,Sunfishtommy,2302638,6,46800480,2017-03-13T02:55:55Z
5671754,Sunfishtommy,2302638,11,46800480,2017-03-13T02:55:55Z
5671774,asaf@streetsmart,3412719,23,48082732,2017-04-24T08:02:14Z
5671777,yurasi,3526564,10,45114868,2017-01-12T19:53:52Z
5671779,ced361,5192060,15,45490946,2017-01-25T21:41:32Z
5671799,Sunfishtommy,2302638,7,46800480,2017-03-13T02:55:55Z
5671887,ALE!,40023,16,49505486,2017-06-13T16:25:05Z
5671973,Sunfishtommy,2302638,9,46800480,2017-03-13T02:55:55Z
5672001,terez_n,3315702,10,51197178,2017-08-17T08:29:03Z
5672036,TheBestIdea,298513,17,43521039,2016-11-09T21:48:48Z
5672040,Sunfishtommy,2302638,11,46800480,2017-03-13T02:55:56Z
5672073,Sunfishtommy,2302638,8,46799815,2017-03-13T01:57:23Z
5672094,SH17,2591427,4,34625527,2015-10-14T04:48:11Z
5672099,Korzun,1424765,15,18063177,2013-09-27T15:07:05Z
5672118,yurasi,3526564,16,49114700,2017-05-30T20:45:17Z
5672138,TheBestIdea,298513,10,46987182,2017-03-19T16:34:57Z
5672142,emacsen_dwg,1782960,12,28305379,2015-01-21T12:38:43Z
5672149,infinitesunrise,4434293,9,41783411,2016-08-29T17:36:11Z
5672151,robgeb,336460,11,43399419,2016-11-04T12:41:31Z
5672155,Komяpa,29320,13,45403402,2017-01-23T15:52:13Z
5672159,Sunfishtommy,2302638,7,46800480,2017-03-13T02:55:56Z
5672173,zz_top,4928856,4,44524501,2016-12-19T20:03:21Z
5672176,tre1994,6297222,23,50436337,2017-07-20T15:54:22Z
5672178,Sunfishtommy,2302638,10,46800480,2017-03-13T02:55:56Z
5672184,Sunfishtommy,2302638,16,46728124,2017-03-10T04:19:54Z
5672190,petrar_telenav,4940486,26,50078752,2017-07-06T08:48:17Z
5672198,Polyglot,15188,12,50913255,2017-08-07T10:44:18Z
5672203,Polyglot,15188,11,50913255,2017-08-07T10:44:18Z
5672211,Sunfishtommy,2302638,13,46800855,2017-03-13T03:29:44Z
5672273,TheBestIdea,298513,17,48397568,2017-05-04T14:55:12Z
5672331,Sunfishtommy,2302638,10,46800480,2017-03-13T02:55:57Z
5672334,Sunfishtommy,2302638,6,46800480,2017-03-13T02:55:58Z
5672412,Rub21_nycbuildings,1781294,5,20951900,2014-03-06T15:15:18Z
5672415,Komяpa,29320,7,50753216,2017-08-01T13:15:41Z
5672434,Sunfishtommy,2302638,9,46800480,2017-03-13T02:55:58Z
5672450,Sunfishtommy,2302638,9,46800855,2017-03-13T03:29:44Z
5672464,infinitesunrise,4434293,20,41783411,2016-08-29T17:36:16Z
5672478,ALE!,40023,12,35462929,2015-11-20T14:51:35Z
5672483,ALE!,40023,7,49574724,2017-06-15T21:22:31Z
5672487,Sunfishtommy,2302638,16,46857988,2017-03-15T03:12:59Z
5672510,Sunfishtommy,2302638,8,46799815,2017-03-13T01:57:24Z
5672515,ebrelsford,19239,12,51393677,2017-08-24T04:08:04Z
5672518,bot-mode,451693,3,14794505,2013-01-26T16:26:43Z
5672535,samely,2512300,7,49113671,2017-05-30T19:56:51Z
5672604,Sunfishtommy,2302638,17,46728124,2017-03-10T04:19:55Z
5672607,Sunfishtommy,2302638,6,46800480,2017-03-13T02:55:58Z
5672621,Sunfishtommy,2302638,13,46728124,2017-03-10T04:19:55Z
5672629,Komяpa,29320,18,49585007,2017-06-16T09:10:58Z
5672654,Sunfishtommy,2302638,4,46799901,2017-03-13T02:06:12Z
5672681,Sunfishtommy,2302638,14,46800480,2017-03-13T02:55:59Z
5672706,Sunfishtommy,2302638,9,46800704,2017-03-13T03:15:36Z
5672710,TheBestIdea,298513,12,46936315,2017-03-17T17:33:54Z
5672713,Sunfishtommy,2302638,9,46800855,2017-03-13T03:29:44Z
5672715,Sunfishtommy,2302638,6,46800704,2017-03-13T03:15:37Z
5672730,petrar_telenav,4940486,20,50079917,2017-07-06T09:41:46Z
5672800,Sunfishtommy,2302638,13,46800658,2017-03-13T03:10:48Z
5672873,Sunfishtommy,2302638,4,46800480,2017-03-13T02:55:59Z
5672896,Sunfishtommy,2302638,11,46800480,2017-03-13T02:55:59Z
5672910,Sunfishtommy,2302638,5,46800480,2017-03-13T02:55:59Z
5672912,Pandule,4508879,9,51205018,2017-08-17T13:06:08Z
5672922,Sunfishtommy,2302638,11,46800480,2017-03-13T02:56:00Z
5672937,Sunfishtommy,2302638,25,46800855,2017-03-13T03:29:44Z
5672948,Sunfishtommy,2302638,6,46800704,2017-03-13T03:15:37Z
5672951,bretlissabrown,6086685,11,49053791,2017-05-28T20:05:30Z
5672954,user_5359,5359,17,49024123,2017-05-27T12:43:02Z
5672965,TheBestIdea,298513,27,48370236,2017-05-03T16:16:36Z
5672987,ALE!,40023,9,48927007,2017-05-23T19:57:31Z
5672988,Sunfishtommy,2302638,4,46799815,2017-03-13T01:57:25Z
5672991,calfarome,2511706,27,49115140,2017-05-30T21:07:05Z
5672992,Sunfishtommy,2302638,10,46914591,2017-03-17T01:07:05Z
5673001,Sunfishtommy,2302638,8,46800480,2017-03-13T02:56:00Z
5673052,Sunfishtommy,2302638,8,46799815,2017-03-13T01:57:25Z
5673063,ALE!,40023,18,49565421,2017-06-15T14:34:07Z
5673089,Wolowitz,670376,11,47169453,2017-03-26T08:12:21Z
5673093,Sunfishtommy,2302638,13,46728124,2017-03-10T04:19:57Z
5673102,ALE!,40023,14,48927007,2017-05-23T19:57:32Z
5673171,CartoRD,2958525,6,45066392,2017-01-11T01:50:41Z
5673179,Komяpa,29320,11,50753216,2017-08-01T13:15:42Z
5673231,zz_top,4928856,16,44221519,2016-12-06T22:18:21Z
5673276,calfarome,2511706,58,39568132,2016-05-25T21:46:29Z
5673309,Sunfishtommy,2302638,6,46800480,2017-03-13T02:56:00Z
5673323,TheBestIdea,298513,12,46428895,2017-02-26T23:56:00Z
5673342,ALE!,40023,10,49168042,2017-06-01T15:29:10Z
5673367,Sunfishtommy,2302638,16,46828615,2017-03-14T02:52:44Z
5673372,Komяpa,29320,3,49585007,2017-06-16T09:10:58Z
5673380,petrar_telenav,4940486,22,50078752,2017-07-06T08:48:17Z
5673452,Sunfishtommy,2302638,13,46800480,2017-03-13T02:56:01Z
5673461,RichRico,2219338,9,49145462,2017-05-31T19:49:32Z
5673480,ALE!,40023,6,35410064,2015-11-18T15:45:37Z
5673492,ALE!,40023,17,48920644,2017-05-23T15:45:45Z
5673497,Wolowitz,670376,13,47560470,2017-04-08T08:09:49Z
5673511,ALE!,40023,9,35243445,2015-11-11T16:29:25Z
5673515,ioanam_telenav,6191639,11,50715478,2017-07-31T10:02:38Z
5673523,Sunfishtommy,2302638,12,46800704,2017-03-13T03:15:37Z
5673533,Sunfishtommy,2302638,8,46800480,2017-03-13T02:56:01Z
5673561,petrar_telenav,4940486,27,50079917,2017-07-06T09:41:47Z
5673605,Sunfishtommy,2302638,10,46800480,2017-03-13T02:56:02Z
5673613,Sunfishtommy,2302638,6,46800704,2017-03-13T03:15:38Z
5673614,PlaneMad,1306,5,31859815,2015-06-10T03:06:07Z
5673619,Sunfishtommy,2302638,12,46800480,2017-03-13T02:56:02Z
5673622,Sunfishtommy,2302638,6,46800480,2017-03-13T02:56:02Z
5673624,Sunfishtommy,2302638,15,46914851,2017-03-17T01:38:47Z
5673626,ALE!,40023,7,38731808,2016-04-20T15:29:43Z
5675418,TheBestIdea,298513,7,49594983,2017-06-16T15:40:16Z
5676043,pathym,689176,7,16677811,2013-06-24T01:40:43Z
5676110,riordan,334742,5,35654989,2015-11-29T21:04:08Z
5676791,Korzun,1424765,5,24492160,2014-08-02T03:57:24Z
5677229,SP!KE,521684,4,21612547,2014-04-10T18:20:26Z
5677423,TheBestIdea,298513,12,49532525,2017-06-14T15:03:31Z
5677868,TheBestIdea,298513,11,49532525,2017-06-14T15:03:25Z
5677925,TheBestIdea,298513,13,49594983,2017-06-16T15:40:16Z
5678060,ALE!,40023,5,51593896,2017-08-30T20:44:31Z
5678238,Rub21_nycbuildings,1781294,3,22169325,2014-05-06T15:50:55Z
5678344,SP!KE,521684,3,21612547,2014-04-10T18:20:26Z
5678499,Korzun,1424765,8,29907177,2015-04-01T15:16:08Z
5678676,Korzun,1424765,4,24444751,2014-07-30T14:50:25Z
5679155,SP!KE,521684,4,21612487,2014-04-10T18:16:28Z
5679340,TheBestIdea,298513,7,44962731,2017-01-06T18:55:05Z
5679411,NE2,207745,4,3424500,2009-12-22T02:20:50Z
5679529,riordan,334742,6,35654989,2015-11-29T21:04:06Z
5679608,Korzun,1424765,14,24445101,2014-07-30T15:04:37Z
5679609,Korzun,1424765,9,24444751,2014-07-30T14:50:30Z
5679713,riordan,334742,19,51373665,2017-08-23T12:28:11Z
5679717,Korzun,1424765,5,29914652,2015-04-01T20:28:31Z
5679859,Korzun,1424765,6,18134915,2013-10-01T21:53:36Z
5679927,KristenK,1494110,4,21788047,2014-04-19T00:49:58Z
5680575,riordan,334742,4,35654989,2015-11-29T21:04:11Z
5680650,NE2,207745,3,3431708,2009-12-23T02:05:42Z
5680806,Korzun,1424765,7,24492160,2014-08-02T03:57:21Z
5680950,riordan,334742,4,35654989,2015-11-29T21:04:10Z
5680973,NE2,207745,3,3424500,2009-12-22T02:20:51Z
5681728,KristenK,1494110,5,21778656,2014-04-18T22:02:08Z
5681753,SP!KE,521684,7,21578630,2014-04-08T20:46:19Z
5681893,Korzun,1424765,13,48378361,2017-05-03T23:06:18Z
5699874,chdr,165869,4,3971835,2010-02-25T14:04:26Z
5699876,ALE!,40023,8,35670526,2015-11-30T17:38:43Z
5700296,Gael Hameon,3636245,7,39841242,2016-06-06T15:41:08Z
5700361,flierfy,445671,18,30516610,2015-04-26T20:24:14Z
5700571,Gardster,2651407,17,45435148,2017-01-24T13:31:02Z
5701013,cquest,158826,9,31750887,2015-06-05T16:54:51Z
5701087,Komяpa,29320,15,49472203,2017-06-12T15:23:55Z
5701214,chdr,165869,3,3971835,2010-02-25T14:06:00Z
5701216,daniel_solow,1954307,12,51071145,2017-08-13T02:25:19Z
5701808,chdr,165869,2,3971835,2010-02-25T14:06:25Z
5701840,bot-mode,451693,5,15783691,2013-04-19T11:23:23Z
5701861,SH17,2591427,15,34625028,2015-10-14T03:16:23Z
5701929,Korzun,1424765,10,24183477,2014-07-16T15:05:35Z
5701933,Korzun,1424765,3,16111097,2013-05-13T14:34:36Z
5702051,Korzun,1424765,4,24258993,2014-07-20T17:44:40Z
5702097,Paulish,4022664,16,51207064,2017-08-17T14:19:35Z
5702131,chdr,165869,4,3971835,2010-02-25T14:02:15Z
5702251,Korzun,1424765,4,24258993,2014-07-20T17:44:41Z
5702302,cquest,158826,4,31750887,2015-06-05T16:54:31Z
5702369,cquest,158826,8,31750887,2015-06-05T16:54:49Z
5702580,MCM7,2421207,8,34166960,2015-09-21T17:13:52Z
5702679,TheBestIdea,298513,11,48168099,2017-04-26T16:23:25Z
5702739,Xoan Manuel,840447,9,16508634,2013-06-11T12:01:31Z
5702745,Xoan Manuel,840447,5,16508634,2013-06-11T11:43:29Z
5702905,JC Cyclist,4896399,9,44197357,2016-12-06T02:31:23Z
5702913,cquest,158826,8,31750887,2015-06-05T16:54:38Z
5702918,cquest,158826,14,31750887,2015-06-05T16:54:38Z
5703266,maptastical,6261184,7,51112534,2017-08-14T14:09:58Z
5703305,cquest,158826,19,31750887,2015-06-05T16:54:45Z
5703911,cquest,158826,9,31750887,2015-06-05T16:54:32Z
5704084,maptastical,6261184,6,51112572,2017-08-14T14:11:34Z
5704387,chdr,165869,2,3971835,2010-02-25T14:07:04Z
5704404,maptastical,6261184,8,51112938,2017-08-14T14:26:00Z
5704407,ebrelsford,19239,8,30949013,2015-05-09T21:42:29Z
5704440,chdr,165869,3,3971835,2010-02-25T14:13:26Z
5704548,Korzun,1424765,13,21775168,2014-04-18T19:20:41Z
5704810,Gael Hameon,3636245,7,39841242,2016-06-06T15:41:07Z
5704812,Korzun,1424765,4,24377715,2014-07-27T04:35:04Z
5704813,chdr,165869,2,3971835,2010-02-25T14:04:44Z
5704838,Korzun,1424765,4,24486830,2014-08-01T18:57:47Z
5704841,TheBestIdea,298513,15,45937160,2017-02-09T05:21:17Z
5704845,cquest,158826,13,31750887,2015-06-05T16:54:47Z
5705160,Paulish,4022664,8,49949925,2017-06-30T17:54:41Z
5705331,chdr,165869,2,3971835,2010-02-25T14:06:07Z
5705423,daniel_solow,1954307,9,51071215,2017-08-13T02:42:09Z
5705595,chdr,165869,3,3971835,2010-02-25T14:06:32Z
5705685,cquest,158826,7,31750887,2015-06-05T16:54:34Z
5706309,Korzun,1424765,3,16111097,2013-05-13T14:34:35Z
5706310,Korzun,1424765,6,17897348,2013-09-18T04:21:00Z
5706337,Korzun,1424765,8,32215546,2015-06-25T22:41:37Z
5706339,cquest,158826,5,31694489,2015-06-03T14:55:23Z
5706383,Paulish,4022664,4,49949925,2017-06-30T17:54:42Z
5706587,SH17,2591427,26,34625028,2015-10-14T03:16:27Z
5706708,Korzun,1424765,6,20093902,2014-01-19T21:51:21Z
5706762,chdr,165869,2,3971835,2010-02-25T14:07:07Z
5706907,lxbarth_nycbuildings,1764427,3,20999792,2014-03-09T06:06:02Z
5707108,cquest,158826,5,31750887,2015-06-05T16:54:32Z
5707192,NE2,207745,13,3413721,2009-12-20T14:51:11Z
5707199,WestsideGuy,716239,12,14039982,2012-11-26T03:23:13Z
5707200,ALE!,40023,13,49111870,2017-05-30T18:41:05Z
5707538,Korzun,1424765,4,16111097,2013-05-13T14:34:35Z
5707713,Korzun,1424765,3,16111097,2013-05-13T14:34:35Z
5707715,maptastical,6261184,9,51113192,2017-08-14T14:37:57Z
5707783,cquest,158826,3,31750887,2015-06-05T16:54:36Z
5708273,maptastical,6261184,4,51106103,2017-08-14T10:12:17Z
5708320,chdr,165869,3,3971835,2010-02-25T14:11:54Z
5708578,cquest,158826,7,31750887,2015-06-05T16:54:34Z
5708662,KristenK,1494110,9,21759953,2014-04-17T23:17:32Z
5708663,cquest,158826,4,31750887,2015-06-05T16:54:32Z
5709057,Komяpa,29320,9,49472203,2017-06-12T15:23:56Z
5709132,cquest,158826,5,31694489,2015-06-03T14:55:05Z
5709134,Korzun,1424765,7,18052299,2013-09-26T20:54:56Z
5709135,Korzun,1424765,4,17897348,2013-09-18T04:20:59Z
5709175,daniel_solow,1954307,7,50544482,2017-07-25T03:50:23Z
5709390,Korzun,1424765,6,24258993,2014-07-20T17:44:40Z
5709393,kszys,76651,7,48961275,2017-05-25T02:18:36Z
5709653,SH17,2591427,19,34625028,2015-10-14T03:16:25Z
5709664,JaLooNz,741163,4,14450610,2012-12-29T13:39:12Z
5709969,maptastical,6261184,5,51106103,2017-08-14T10:12:17Z
5710027,chdr,165869,2,3971835,2010-02-25T14:06:35Z
5710029,chdr,165869,3,3971835,2010-02-25T14:13:09Z
5710030,pathym,689176,9,16651783,2013-06-22T04:26:10Z
5710227,TheBestIdea,298513,13,45540437,2017-01-27T03:29:08Z
8028096,Richard,165,21,51592509,2017-08-30T19:56:40Z
8609956,peace2,119748,16,25611249,2014-09-22T19:49:17Z
