id,key,value,type 
2547162251,street,East 8th Street,addr
2547162256,housenumber,52,addr
2547162256,postcode,10003,addr
2547162256,street,East 8th Street,addr
2547162262,housenumber,54,addr
2547162262,postcode,10003,addr
2547162262,street,East 8th Street,addr
2547162267,housenumber,68,addr
2547162267,postcode,10003,addr
2547162267,street,Washington Mews,addr
2547165943,housenumber,30,addr
2547165943,postcode,10003,addr
2547165943,street,East 9th Street,addr
2547165947,housenumber,35,addr
2547165947,postcode,10003,addr
2547165947,street,East 8th Street,addr
2547165953,housenumber,37,addr
2547165953,postcode,10003,addr
2547165953,street,East 8th Street,addr
2547165958,housenumber,40,addr
2547165958,postcode,10003,addr
2547165958,street,East 9th Street,addr
2547165962,housenumber,41,addr
2547165962,postcode,10003,addr
2547165962,street,East 8th Street,addr
2547165967,housenumber,55,addr
2547165967,postcode,10003,addr
2547165967,street,East 8th Street,addr
2547165973,housenumber,57,addr
2547165973,postcode,10003,addr
2547165973,street,East 8th Street,addr
2547165978,housenumber,60,addr
2547165978,postcode,10003,addr
2547165978,street,East 9th Street,addr
2547165983,housenumber,61,addr
2547165983,postcode,10003,addr
2547165983,street,East 8th Street,addr
2547165987,housenumber,65,addr
2547165987,postcode,10003,addr
2547165987,street,East 8th Street,addr
2547165991,housenumber,69,addr
2547165991,postcode,10003,addr
2547165991,street,East 8th Street,addr
2547169317,housenumber,28,addr
2547169317,postcode,10003,addr
2547169317,street,East 10th Street,addr
2547169319,housenumber,29,addr
2547169319,postcode,10003,addr
2547169319,street,East 9th Street,addr
2547169326,housenumber,35,addr
2547169326,postcode,10003,addr
2547169326,street,East 9th Street,addr
2547169331,housenumber,45,addr
2547169331,postcode,10003,addr
2547169331,street,East 9th Street,addr
2547169334,housenumber,51,addr
2547169334,postcode,10003,addr
2547169334,street,University Place,addr
2547169336,housenumber,60,addr
2547169336,postcode,10003,addr
2547169336,street,East 10th Street,addr
2547169339,housenumber,63,addr
2547169339,postcode,10003,addr
2547169339,street,East 9th Street,addr
2547169342,housenumber,779,addr
2547169342,postcode,10003,addr
2547169342,street,Broadway,addr
2547169345,housenumber,779,addr
2547169345,postcode,10003,addr
2547169345,street,Broadway,addr
2547193312,housenumber,101,addr
2547193312,postcode,10003,addr
2547193312,street,University Place,addr
2547193316,housenumber,103,addr
2547193316,postcode,10003,addr
2547193316,street,University Place,addr
2547193323,housenumber,107,addr
2547193323,postcode,10003,addr
2547193323,street,University Place,addr
2547193326,housenumber,111,addr
2547193326,postcode,10003,addr
2547193326,street,University Place,addr
2547193333,housenumber,114,addr
2547193333,postcode,10003,addr
2547193333,street,4th Avenue,addr
2547193340,housenumber,120,addr
2547193340,postcode,10003,addr
2547193340,street,4th Avenue,addr
2547193343,housenumber,122,addr
2547193343,postcode,10003,addr
2547193343,street,4th Avenue,addr
2547193346,housenumber,126,addr
2547193346,postcode,10003,addr
2547193346,street,4th Avenue,addr
2547193350,housenumber,130,addr
2547193350,postcode,10003,addr
2547193350,street,4th Avenue,addr
2547193356,housenumber,31,addr
2547193356,postcode,10003,addr
2547193356,street,East 12th Street,addr
2547193360,housenumber,34,addr
2547193360,postcode,10003,addr
2547193360,street,East 12th Street,addr
2547193363,housenumber,35,addr
2547193363,postcode,10003,addr
2547193363,street,East 12th Street,addr
2547193369,housenumber,45,addr
2547193369,postcode,10003,addr
2547193369,street,East 11th Street,addr
2547193372,housenumber,46,addr
2547193372,postcode,10003,addr
2547193372,street,East 13th Street,addr
2547193375,housenumber,47,addr
2547193375,postcode,10003,addr
2547193375,street,East 11th Street,addr
2547193376,housenumber,48,addr
2547193376,postcode,10003,addr
2547193376,street,East 12th Street,addr
2547193376,amenity,restaurant,regular
2547193376,name,Ribalta Restaurant,regular
2547193376,opening_hours,Mo-Su 12:00-23:00,regular
2547193376,phone,+1 (212) 777-7781,regular
2547193377,housenumber,48,addr
2547193377,postcode,10003,addr
2547193377,street,East 13th Street,addr
2547193378,housenumber,49,addr
2547193378,postcode,10003,addr
2547193378,street,East 12th Street,addr
2547193379,housenumber,50,addr
2547193379,postcode,10003,addr
2547193379,street,East 13th Street,addr
2547193380,housenumber,51,addr
2547193380,postcode,10003,addr
2547193380,street,East 12th Street,addr
2547193383,housenumber,60,addr
2547193383,postcode,10003,addr
2547193383,street,East 13th Street,addr
2547193386,housenumber,70,addr
2547193386,postcode,10003,addr
2547193386,street,East 12th Street,addr
2547193388,housenumber,76,addr
2547193388,postcode,10003,addr
2547193388,street,East 13th Street,addr
2547193389,housenumber,77,addr
2547193389,postcode,10003,addr
2547193389,street,East 12th Street,addr
2547193392,housenumber,808,addr
2547193392,postcode,10003,addr
2547193392,street,Broadway,addr
2547193393,housenumber,817,addr
2547193393,postcode,10003,addr
2547193393,street,Broadway,addr
2547193394,housenumber,818,addr
2547193394,postcode,10003,addr
2547193394,street,Broadway,addr
2547193395,housenumber,820,addr
2547193395,postcode,10003,addr
2547193395,street,Broadway,addr
2547193400,housenumber,822,addr
2547193400,postcode,10003,addr
2547193400,street,Broadway,addr
2547193405,housenumber,825,addr
2547193405,postcode,10003,addr
2547193405,street,Broadway,addr
2547193417,housenumber,835,addr
2547193417,postcode,10003,addr
2547193417,street,Broadway,addr
2547193422,housenumber,838,addr
2547193422,postcode,10003,addr
2547193422,street,Broadway,addr
2547193445,housenumber,95,addr
2547193445,postcode,10003,addr
2547193445,street,University Place,addr
2547193450,housenumber,99,addr
2547193450,postcode,10003,addr
2547193450,street,University Place,addr
2547200370,housenumber,1,addr
2547200370,postcode,10003,addr
2547200370,street,East 13th Street,addr
2547200372,housenumber,12,addr
2547200372,postcode,10003,addr
2547200372,street,East 14th Street,addr
2547200373,housenumber,120,addr
2547200373,postcode,10003,addr
2547200373,street,University Place,addr
2547200374,housenumber,124,addr
2547200374,postcode,10003,addr
2547200374,street,University Place,addr
2547200375,housenumber,125,addr
2547200375,postcode,10003,addr
2547200375,street,University Place,addr
2547200377,housenumber,128,addr
2547200377,postcode,10003,addr
2547200377,street,University Place,addr
2547200378,housenumber,140,addr
2547200378,postcode,10003,addr
2547200378,street,4th Avenue,addr
2547200380,housenumber,21,addr
2547200380,postcode,10003,addr
2547200380,street,East 13th Street,addr
2547200381,housenumber,22,addr
2547200381,postcode,10003,addr
2547200381,street,East 14th Street,addr
2547200382,housenumber,25,addr
2547200382,postcode,10003,addr
2547200382,street,East 13th Street,addr
2547200383,housenumber,26,addr
2547200383,postcode,10003,addr
2547200383,street,East 14th Street,addr
2547200384,housenumber,27,addr
2547200384,postcode,10003,addr
2547200384,street,East 13th Street,addr
2547200385,housenumber,35,addr
2547200385,postcode,10003,addr
2547200385,street,East 13th Street,addr
2547200386,housenumber,36,addr
2547200386,postcode,10003,addr
2547200386,street,East 14th Street,addr
2547200387,housenumber,38,addr
2547200387,postcode,10003,addr
2547200387,street,East 14th Street,addr
2547200389,housenumber,50,addr
2547200389,postcode,10003,addr
2547200389,street,East 14th Street,addr
2547200393,city,New York,addr
2547200393,housenumber,65,addr
2547200393,postcode,10003,addr
2547200393,street,5th Avenue,addr
2547200393,description,Residential and Academic Building for Parsons New School.,regular
2547200393,name,Kerrey Hall,regular
2547200393,wheelchair,limited,regular
2547200395,housenumber,841,addr
2547200395,postcode,10003,addr
2547200395,street,Broadway,addr
2547200395,amenity,restaurant,regular
2547200395,name,Max Brenner,regular
2547200395,website,http://maxbrenner.com,regular
2547200398,housenumber,842,addr
2547200398,postcode,10003,addr
2547200398,street,Broadway,addr
2547200400,housenumber,850,addr
2547200400,postcode,10003,addr
2547200400,street,Broadway,addr
2547200401,housenumber,853,addr
2547200401,postcode,10003,addr
2547200401,street,Broadway,addr
2547200402,city,New York,addr
2547200402,housenumber,9,addr
2547200402,postcode,10003,addr
2547200402,street,East 13th Street,addr
2547200402,amenity,cafe,regular
2547200402,cuisine,coffee_shop,regular
2547200402,name,Joe Coffee,regular
2547200402,opening_hours,"Mo-Fr 7:00 - 21:00, Sa-Su 8:00 - 20:00",regular
2547200402,phone,(212) 924-3300,regular
2547200402,website,http://joenewyork.com/,regular
2547205386,housenumber,104,addr
2547205386,postcode,10003,addr
2547205386,street,3rd Avenue,addr
2547205395,housenumber,106,addr
2547205395,postcode,10003,addr
2547205395,street,3rd Avenue,addr
2547205403,housenumber,123,addr
2547205403,postcode,10003,addr
2547205403,street,East 12th Street,addr
2547205406,housenumber,125,addr
2547205406,postcode,10003,addr
2547205406,street,East 12th Street,addr
2547205414,housenumber,134,addr
2547205414,postcode,10003,addr
2547205414,street,East 13th Street,addr
2547205417,city,New York,addr
2547205417,housenumber,136,addr
2547205417,postcode,10003,addr
2547205417,state,NY,addr
2547205417,street,East 13th Street,addr
2547205417,amenity,theatre,regular
2547205417,name,Classic Stage Company,regular
2547205417,website,http://www.classicstage.org/,regular
2547205417,wikidata,Q5128221,regular
2547205417,wikipedia,en:Classic Stage Company,regular
2547205422,housenumber,138 1/2,addr
2547205422,postcode,10003,addr
2547205422,street,East 13th Street,addr
2547205425,housenumber,138,addr
2547205425,postcode,10003,addr
2547205425,street,East 13th Street,addr
2547205428,housenumber,139,addr
2547205428,postcode,10003,addr
2547205428,street,4th Avenue,addr
2547205434,housenumber,140,addr
2547205434,postcode,10003,addr
2547205434,street,East 14th Street,addr
2547205440,housenumber,141,addr
2547205440,postcode,10003,addr
2547205440,street,4th Avenue,addr
2547205444,housenumber,142,addr
2547205444,postcode,10003,addr
2547205444,street,East 13th Street,addr
2547205447,housenumber,143,addr
2547205447,postcode,10003,addr
2547205447,street,4th Avenue,addr
2547205450,housenumber,144,addr
2547205450,postcode,10003,addr
2547205450,street,East 14th Street,addr
2547205452,housenumber,145,addr
2547205452,postcode,10003,addr
2547205452,street,4th Avenue,addr
2547205455,housenumber,145,addr
2547205455,postcode,10003,addr
2547205455,street,East 13th Street,addr
2547205458,housenumber,146,addr
2547205458,postcode,10003,addr
2547205458,street,East 14th Street,addr
2547205461,housenumber,154,addr
2547205461,postcode,10003,addr
2547205461,street,East 14th Street,addr
2547205470,housenumber,98,addr
2547205470,postcode,10003,addr
2547205470,street,3rd Avenue,addr
2547205472,housenumber,98A,addr
2547205472,postcode,10003,addr
2547205472,street,3rd Avenue,addr
2547208984,housenumber,1,addr
2547208984,postcode,10003,addr
2547208984,street,East 10th Street,addr
2547208985,housenumber,1,addr
2547208985,postcode,10003,addr
2547208985,street,East 11th Street,addr
2547208987,housenumber,1,addr
2547208987,postcode,10003,addr
2547208987,street,East 12th Street,addr
2547208988,housenumber,100,addr
2547208988,postcode,10003,addr
2547208988,street,University Place,addr
2547208989,housenumber,108,addr
2547208989,postcode,10003,addr
2547208989,street,University Place,addr
2547208990,housenumber,112,addr
2547208990,postcode,10003,addr
2547208990,street,University Place,addr
2547208991,housenumber,116,addr
2547208991,postcode,10003,addr
2547208991,street,University Place,addr
2547208993,housenumber,15 1/2,addr
2547208993,postcode,10003,addr
2547208993,street,East 12th Street,addr
2547208994,housenumber,15,addr
2547208994,postcode,10003,addr
2547208994,street,East 12th Street,addr
2547208995,housenumber,16,addr
2547208995,postcode,10003,addr
2547208995,street,East 12th Street,addr
2547208996,housenumber,18,addr
2547208996,postcode,10003,addr
2547208996,street,East 12th Street,addr
2547209000,housenumber,21,addr
2547209000,postcode,10003,addr
2547209000,street,East 10th Street,addr
2547209001,housenumber,21,addr
2547209001,postcode,10003,addr
2547209001,street,East 11th Street,addr
2547209004,housenumber,24,addr
2547209004,postcode,10003,addr
2547209004,street,East 12th Street,addr
2547209005,housenumber,24,addr
2547209005,postcode,10003,addr
2547209005,street,East 13th Street,addr
2547209006,housenumber,26,addr
2547209006,postcode,10003,addr
2547209006,street,East 13th Street,addr
2547209008,housenumber,31,addr
2547209008,postcode,10003,addr
2547209008,street,East 11th Street,addr
2547209009,housenumber,32,addr
2547209009,postcode,10003,addr
2547209009,street,East 12th Street,addr
2547209010,housenumber,34,addr
2547209010,postcode,10003,addr
2547209010,street,East 11th Street,addr
2547209011,housenumber,34,addr
2547209011,postcode,10003,addr
2547209011,street,East 13th Street,addr
2547209012,housenumber,35,addr
2547209012,postcode,10003,addr
2547209012,street,5th Avenue,addr
2547209014,housenumber,41,addr
2547209014,postcode,10003,addr
2547209014,street,5th Avenue,addr
2547209015,housenumber,43,addr
2547209015,postcode,10003,addr
2547209015,street,5th Avenue,addr
2547209018,housenumber,74,addr
2547209018,postcode,10003,addr
2547209018,street,University Place,addr
2547209020,housenumber,80,addr
2547209020,postcode,10003,addr
2547209020,street,University Place,addr
2547209021,housenumber,88,addr
2547209021,postcode,10003,addr
2547209021,street,University Place,addr
2547209022,housenumber,94,addr
2547209022,postcode,10003,addr
2547209022,street,University Place,addr
2547212291,housenumber,1,addr
2547212291,postcode,10003,addr
2547212291,street,East 9th Street,addr
2547212293,housenumber,11,addr
2547212293,postcode,10003,addr
2547212293,street,5th Avenue,addr
2547212294,housenumber,13,addr
2547212294,postcode,10003,addr
2547212294,street,East 8th Street,addr
2547212294,name,Hotel MADFSADF Dia 1,regular
2547212296,housenumber,2,addr
2547212296,postcode,10003,addr
2547212296,street,East 10th Street,addr
2547212297,housenumber,20,addr
2547212297,postcode,10003,addr
2547212297,street,East 9th Street,addr
2547212298,housenumber,25,addr
2547212298,postcode,10003,addr
2547212298,street,5th Avenue,addr
2547212300,housenumber,25,addr
2547212300,postcode,10003,addr
2547212300,street,East 9th Street,addr
2547212301,housenumber,26,addr
2547212301,postcode,10003,addr
2547212301,street,East 10th Street,addr
2547212303,housenumber,30,addr
2547212303,postcode,10003,addr
2547212303,street,University Place,addr
2547212305,housenumber,33,addr
2547212305,postcode,10003,addr
2547212305,street,5th Avenue,addr
2547212308,housenumber,40,addr
2547212308,postcode,10003,addr
2547212308,street,University Place,addr
2547212310,housenumber,42,addr
2547212310,postcode,10003,addr
2547212310,street,University Place,addr
2547212312,housenumber,50,addr
2547212312,postcode,10003,addr
2547212312,street,University Place,addr
2547212314,housenumber,7,addr
2547212314,postcode,10003,addr
2547212314,street,East 8th Street,addr
2547212316,housenumber,9,addr
2547212316,postcode,10003,addr
2547212316,street,East 8th Street,addr
2547218171,housenumber,195,addr
2547218171,postcode,10009,addr
2547218171,street,Avenue A,addr
2547218172,housenumber,198,addr
2547218172,postcode,10009,addr
2547218172,street,1st Avenue,addr
2547218173,housenumber,202,addr
2547218173,postcode,10009,addr
2547218173,street,1st Avenue,addr
2547218174,housenumber,204,addr
2547218174,postcode,10009,addr
2547218174,street,1st Avenue,addr
2547218174,name,No Relation Vintage,regular
2547218174,shop,clothes,regular
2547218175,housenumber,209,addr
2547218175,postcode,10009,addr
2547218175,street,Avenue A,addr
2547218176,housenumber,211,addr
2547218176,postcode,10009,addr
2547218176,street,Avenue A,addr
2547218177,housenumber,214,addr
2547218177,postcode,10009,addr
2547218177,street,1st Avenue,addr
2547218179,housenumber,218,addr
2547218179,postcode,10009,addr
2547218179,street,1st Avenue,addr
2547218180,housenumber,218,addr
2547218180,postcode,10003,addr
2547218180,street,2nd Avenue,addr
2547218181,housenumber,219,addr
2547218181,postcode,10003,addr
2547218181,street,1st Avenue,addr
2547218185,housenumber,228,addr
2547218185,postcode,10003,addr
2547218185,street,2nd Avenue,addr
2547218186,housenumber,237,addr
2547218186,postcode,10003,addr
2547218186,street,1st Avenue,addr
2547218187,housenumber,300,addr
2547218187,postcode,10003,addr
2547218187,street,East 14th Street,addr
2547218189,housenumber,310,addr
2547218189,postcode,10003,addr
2547218189,street,East 14th Street,addr
2547218191,housenumber,344,addr
2547218191,postcode,10003,addr
2547218191,street,East 14th Street,addr
2547218192,housenumber,350,addr
2547218192,postcode,10003,addr
2547218192,street,East 14th Street,addr
2547218193,housenumber,351,addr
2547218193,postcode,10003,addr
2547218193,street,East 13th Street,addr
2547218194,housenumber,400,addr
2547218194,postcode,10009,addr
2547218194,street,East 13th Street,addr
2547218195,housenumber,400,addr
2547218195,postcode,10009,addr
2547218195,street,East 14th Street,addr
2547218197,housenumber,401,addr
2547218197,postcode,10009,addr
2547218197,street,East 13th Street,addr
2547218198,housenumber,404,addr
2547218198,postcode,10009,addr
2547218198,street,East 14th Street,addr
2547218199,housenumber,405,addr
2547218199,postcode,10009,addr
2547218199,street,East 13th Street,addr
2547218200,housenumber,432,addr
2547218200,postcode,10009,addr
2547218200,street,East 14th Street,addr
2547218202,housenumber,438E,addr
2547218202,postcode,10009,addr
2547218202,street,East 14th Street,addr
2547218203,city,New York,addr
2547218203,housenumber,442,addr
2547218203,postcode,10009,addr
2547218203,state,NY,addr
2547218203,street,East 14th Street,addr
2547218203,name,H&B Herbal Inc.,regular
2547218203,phone,(212) 254-5287,regular
2547218203,shop,herbalist,regular
2547218204,housenumber,441,addr
2547218204,postcode,10009,addr
2547218204,street,East 12th Street,addr
2547218205,housenumber,442,addr
2547218205,postcode,10009,addr
2547218205,street,East 14th Street,addr
2547218206,city,New York,addr
2547218206,housenumber,442,addr
2547218206,postcode,10009,addr
2547218206,state,NY,addr
2547218206,street,East 14th Street,addr
2547218206,name,Pro Land,regular
2547218206,phone,(212) 505-8966,regular
2547218206,shop,shoes,regular
2547218207,housenumber,447,addr
2547218207,postcode,10009,addr
2547218207,street,East 13th Street,addr
2547218208,housenumber,448,addr
2547218208,postcode,10009,addr
2547218208,street,East 13th Street,addr
2548174573,name,The Rockefeller Center Christmas Tree,regular
2548174573,feature,tree,xmas
2548174573,tree:height,29,xmas
2549928462,housenumber,148,addr
2549928462,postcode,10009,addr
2549928462,street,1st Avenue,addr
2549928463,housenumber,400,addr
2549928463,postcode,10009,addr
2549928463,street,East 9th Street,addr
2549928464,housenumber,412,addr
2549928464,postcode,10009,addr
2549928464,street,East 9th Street,addr
2549928465,housenumber,414,addr
2549928465,postcode,10009,addr
2549928465,street,East 9th Street,addr
2549928469,housenumber,85,addr
2549928469,postcode,10009,addr
2549928469,street,Saint Marks Place,addr
2549930016,housenumber,150,addr
2549930016,postcode,10009,addr
2549930016,street,1st Avenue,addr
2549930019,housenumber,162,addr
2549930019,postcode,10009,addr
2549930019,street,1st Avenue,addr
2549930020,housenumber,164,addr
2549930020,postcode,10009,addr
2549930020,street,1st Avenue,addr
2549930021,housenumber,173,addr
2549930021,postcode,10009,addr
2549930021,street,Avenue A,addr
2549930022,housenumber,180,addr
2549930022,postcode,10009,addr
2549930022,street,1st Avenue,addr
2549930023,housenumber,182,addr
2549930023,postcode,10009,addr
2549930023,street,1st Avenue,addr
2549930024,housenumber,193,addr
2549930024,postcode,10009,addr
2549930024,street,Avenue A,addr
2549930025,housenumber,196,addr
2549930025,postcode,10009,addr
2549930025,street,1st Avenue,addr
2549930026,housenumber,245,addr
2549930026,postcode,10009,addr
2549930026,street,East 10th Street,addr
2549930027,housenumber,246,addr
2549930027,postcode,10009,addr
2549930027,street,East 10th Street,addr
2549930028,housenumber,287,addr
2549930028,postcode,10009,addr
2549930028,street,East 10th Street,addr
2549930033,housenumber,400,addr
2549930033,postcode,10009,addr
2549930033,street,East 11th Street,addr
2549930036,housenumber,400,addr
2549930036,postcode,10009,addr
2549930036,street,East 12th Street,addr
2549930038,housenumber,401,addr
2549930038,postcode,10009,addr
2549930038,street,East 11th Street,addr
2549930042,housenumber,409,addr
2549930042,postcode,10009,addr
2549930042,street,East 9th Street,addr
2549930042,name,Performance Space 122,regular
2549930042,wikidata,Q3375343,regular
2549930042,wikipedia,en:Performance Space 122,regular
2549930045,housenumber,416,addr
2549930045,postcode,10009,addr
2549930045,street,East 11th Street,addr
2549930049,housenumber,418,addr
2549930049,postcode,10009,addr
2549930049,street,East 11th Street,addr
2549930053,housenumber,435,addr
2549930053,postcode,10009,addr
2549930053,street,East 11th Street,addr
2549930065,housenumber,442,addr
2549930065,postcode,10009,addr
2549930065,street,East 11th Street,addr
2549930073,housenumber,448,addr
2549930073,postcode,10009,addr
2549930073,street,East 12th Street,addr
2549932905,housenumber,129,addr
2549932905,postcode,10016,addr
2549932905,street,East 29th Street,addr
2549932912,housenumber,131,addr
2549932912,postcode,10016,addr
2549932912,street,East 30th Street,addr
2549932918,housenumber,137,addr
2549932918,postcode,10016,addr
2549932918,street,Lexington Avenue,addr
2549932924,housenumber,155,addr
2549932924,postcode,10016,addr
2549932924,street,East 29th Street,addr
2549932930,housenumber,158,addr
2549932930,postcode,10016,addr
2549932930,street,East 30th Street,addr
2549932936,housenumber,159,addr
2549932936,postcode,10016,addr
2549932936,street,East 30th Street,addr
2549932940,housenumber,161,addr
2549932940,postcode,10016,addr
2549932940,street,Lexington Avenue,addr
2549932947,housenumber,201,addr
2549932947,postcode,10016,addr
2549932947,street,East 30th Street,addr
2549932952,housenumber,202,addr
2549932952,postcode,10016,addr
2549932952,street,East 31st Street,addr
2549932958,housenumber,203,addr
2549932958,postcode,10016,addr
2549932958,street,East 30th Street,addr
2549932986,housenumber,416,addr
2549932986,postcode,10016,addr
2549932986,street,3rd Avenue,addr
2549932991,housenumber,430,addr
2549932991,postcode,10016,addr
2549932991,street,3rd Avenue,addr
2549933002,housenumber,432,addr
2549933002,postcode,10016,addr
2549933002,street,3rd Avenue,addr
2549933007,housenumber,434,addr
2549933007,postcode,10016,addr
2549933007,street,3rd Avenue,addr
2549933013,housenumber,442,addr
2549933013,postcode,10016,addr
2549933013,street,3rd Avenue,addr
2549933013,amenity,restaurant,regular
2549933013,cuisine,australian,regular
2549933013,name,Ruby's Cafe,regular
2549933023,housenumber,444,addr
2549933023,postcode,10016,addr
2549933023,street,3rd Avenue,addr
2549933023,amenity,restaurant,regular
2549933023,cuisine,arabic,regular
2549933023,name,Hummus Kitchen,regular
2549933029,housenumber,449,addr
2549933029,postcode,10016,addr
2549933029,street,3rd Avenue,addr
2549941939,housenumber,135,addr
2549941939,postcode,10016,addr
2549941939,street,East 31st Street,addr
2549941943,housenumber,150,addr
2549941943,postcode,10016,addr
2549941943,street,East 32nd Street,addr
2549941945,housenumber,195,addr
2549941945,postcode,10016,addr
2549941945,street,Lexington Avenue,addr
2549941955,housenumber,201,addr
2549941955,postcode,10016,addr
2549941955,street,East 31st Street,addr
2549941958,housenumber,223,addr
2549941958,postcode,10016,addr
2549941958,street,East 31st Street,addr
2549941961,housenumber,225,addr
2549941961,postcode,10016,addr
2549941961,street,East 31st Street,addr
2549941966,housenumber,247 REAR-A,addr
2549941966,postcode,10016,addr
2549941966,street,East 31st Street,addr
2549941972,housenumber,247,addr
2549941972,postcode,10016,addr
2549941972,street,East 31st Street,addr
2549941977,housenumber,252,addr
2549941977,postcode,10016,addr
2549941977,street,East 32nd Street,addr
2549941982,housenumber,253,addr
2549941982,postcode,10016,addr
2549941982,street,East 31st Street,addr
2549941992,housenumber,451,addr
2549941992,postcode,10016,addr
2549941992,street,3rd Avenue,addr
2549941992,amenity,fast_food,regular
2549941992,cuisine,pizza,regular
2549941992,name,Dough Boys,regular
2549942002,housenumber,563,addr
2549942002,postcode,10016,addr
2549942002,street,2nd Avenue,addr
2549942008,housenumber,581,addr
2549942008,postcode,10016,addr
2549942008,street,2nd Avenue,addr
2549948613,housenumber,11,addr
2549948613,postcode,10001,addr
2549948613,street,West 27th Street,addr
2549948615,housenumber,1150,addr
2549948615,postcode,10001,addr
2549948615,street,Broadway,addr
2549948617,housenumber,1158A,addr
2549948617,postcode,10001,addr
2549948617,street,Broadway,addr
2549948620,housenumber,1158B,addr
2549948620,postcode,10001,addr
2549948620,street,Broadway,addr
2549948622,housenumber,1158C,addr
2549948622,postcode,10001,addr
2549948622,street,Broadway,addr
2549948628,housenumber,14,addr
2549948628,postcode,10010,addr
2549948628,street,East 27th Street,addr
2549948629,housenumber,14,addr
2549948629,postcode,10016,addr
2549948629,street,East 28th Street,addr
2549948634,housenumber,15,addr
2549948634,postcode,10010,addr
2549948634,street,East 26th Street,addr
2549948636,housenumber,15,addr
2549948636,postcode,10016,addr
2549948636,street,East 27th Street,addr
2549948638,housenumber,16,addr
2549948638,postcode,10010,addr
2549948638,street,East 27th Street,addr
2549948644,housenumber,19,addr
2549948644,postcode,10001,addr
2549948644,street,West 27th Street,addr
2549948650,housenumber,2,addr
2549948650,postcode,10016,addr
2549948650,street,East 28th Street,addr
2549948652,housenumber,2,addr
2549948652,postcode,10001,addr
2549948652,street,West 28th Street,addr
2549948654,housenumber,21,addr
2549948654,postcode,10010,addr
2549948654,street,East 26th Street,addr
2549948656,housenumber,21,addr
2549948656,postcode,10016,addr
2549948656,street,East 27th Street,addr
2549948660,housenumber,22,addr
2549948660,postcode,10016,addr
2549948660,street,East 28th Street,addr
2549948662,housenumber,23,addr
2549948662,postcode,10010,addr
2549948662,street,East 26th Street,addr
2549948664,housenumber,230,addr
2549948664,postcode,10001,addr
2549948664,street,5th Avenue,addr
2549948666,housenumber,234,addr
2549948666,postcode,10001,addr
2549948666,street,5th Avenue,addr
2549948668,housenumber,245,addr
2549948668,postcode,10016,addr
2549948668,street,5th Avenue,addr
2549948670,housenumber,246,addr
2549948670,postcode,10001,addr
2549948670,street,5th Avenue,addr
2549948672,housenumber,27,addr
2549948672,postcode,10010,addr
2549948672,street,East 26th Street,addr
2549948674,housenumber,50,addr
2549948674,postcode,10010,addr
2549948674,street,Madison Avenue,addr
2549948678,city,New York,addr
2549948678,housenumber,60,addr
2549948678,postcode,10010,addr
2549948678,street,Madison Avenue,addr
2549948680,housenumber,62,addr
2549948680,postcode,10016,addr
2549948680,street,Madison Avenue,addr
2549948682,housenumber,66,addr
2549948682,postcode,10016,addr
2549948682,street,Madison Avenue,addr
2549948684,housenumber,76,addr
2549948684,postcode,10016,addr
2549948684,street,Madison Avenue,addr
2549948686,housenumber,78,addr
2549948686,postcode,10016,addr
2549948686,street,Madison Avenue,addr
2549952983,housenumber,10,addr
2549952983,postcode,10001,addr
2549952983,street,West 27th Street,addr
2549952990,housenumber,1155,addr
2549952990,postcode,10001,addr
2549952990,street,Broadway,addr
2549952991,housenumber,1157,addr
2549952991,postcode,10001,addr
2549952991,street,Broadway,addr
2549952992,housenumber,1165,addr
2549952992,postcode,10001,addr
2549952992,street,Broadway,addr
2549952996,housenumber,1169,addr
2549952996,postcode,10001,addr
2549952996,street,Broadway,addr
2549952999,housenumber,1171,addr
2549952999,postcode,10001,addr
2549952999,street,Broadway,addr
2549953003,housenumber,1173,addr
2549953003,postcode,10001,addr
2549953003,street,Broadway,addr
2549953007,housenumber,1175,addr
2549953007,postcode,10001,addr
2549953007,street,Broadway,addr
2549953011,housenumber,1179,addr
2549953011,postcode,10001,addr
2549953011,street,Broadway,addr
2549953014,housenumber,1179B,addr
2549953014,postcode,10001,addr
2549953014,street,Broadway,addr
2549953017,housenumber,1181,addr
2549953017,postcode,10001,addr
2549953017,street,Broadway,addr
2549953027,housenumber,22,addr
2549953027,postcode,10001,addr
2549953027,street,West 27th Street,addr
2549953036,housenumber,22,addr
2549953036,postcode,10001,addr
2549953036,street,West 28th Street,addr
2549953040,housenumber,24,addr
2549953040,postcode,10001,addr
2549953040,street,West 27th Street,addr
2549953044,housenumber,25,addr
2549953044,postcode,10001,addr
2549953044,street,West 27th Street,addr
2549953047,housenumber,31,addr
2549953047,postcode,10001,addr
2549953047,street,West 27th Street,addr
2549953049,housenumber,33,addr
2549953049,postcode,10001,addr
2549953049,street,West 27th Street,addr
2549953053,housenumber,33B,addr
2549953053,postcode,10001,addr
2549953053,street,West 27th Street,addr
2549953057,housenumber,34,addr
2549953057,postcode,10001,addr
2549953057,street,West 27th Street,addr
2549953062,housenumber,34B,addr
2549953062,postcode,10001,addr
2549953062,street,West 27th Street,addr
2549953066,housenumber,35,addr
2549953066,postcode,10001,addr
2549953066,street,West 27th Street,addr
2549953070,housenumber,35A,addr
2549953070,postcode,10001,addr
2549953070,street,West 27th Street,addr
2549953075,housenumber,35B,addr
2549953075,postcode,10001,addr
